method,method_label,month,mean,std,count,metric,ci95
dong_quan_automl,Dong–Quan AutoML-aligned (2025),78,0.6781999999999999,0.043831309283084256,50,insured_pct,0.012149419080762669
dong_quan_automl,Dong–Quan AutoML-aligned (2025),79,0.6818000000000001,0.049966927837831084,50,insured_pct,0.01385012577560218
dong_quan_automl,Dong–Quan AutoML-aligned (2025),80,0.6786,0.047766865810808176,50,insured_pct,0.013240299694493323
dong_quan_automl,Dong–Quan AutoML-aligned (2025),81,0.68,0.05115003939990901,50,insured_pct,0.014178067569312818
dong_quan_automl,Dong–Quan AutoML-aligned (2025),82,0.6776000000000001,0.052471955580566845,50,insured_pct,0.014544484040350143
dong_quan_automl,Dong–Quan AutoML-aligned (2025),83,0.682,0.05142857142857144,50,insured_pct,0.014255272708720802
dong_quan_automl,Dong–Quan AutoML-aligned (2025),84,0.6778,0.05281040404607983,50,insured_pct,0.014638297168728337
dong_quan_automl,Dong–Quan AutoML-aligned (2025),85,0.6781999999999999,0.04860041152089145,50,insured_pct,0.01347134677751263
dong_quan_automl,Dong–Quan AutoML-aligned (2025),86,0.6762,0.05229000763013124,50,insured_pct,0.014494050641556346
dong_quan_automl,Dong–Quan AutoML-aligned (2025),87,0.6794,0.05156371133394698,50,insured_pct,0.014292731579372782
dong_quan_automl,Dong–Quan AutoML-aligned (2025),88,0.6784,0.05679752797150127,50,insured_pct,0.015743471535846213
dong_quan_automl,Dong–Quan AutoML-aligned (2025),89,0.6792,0.05397807567023138,50,insured_pct,0.01496195922999391
dong_quan_automl,Dong–Quan AutoML-aligned (2025),90,0.6804000000000001,0.05264280868383118,50,insured_pct,0.014591842104408892
dong_quan_automl,Dong–Quan AutoML-aligned (2025),91,0.6786,0.052760916270609685,50,insured_pct,0.014624579857212992
dong_quan_automl,Dong–Quan AutoML-aligned (2025),92,0.6776000000000001,0.05716285364408159,50,insured_pct,0.015844734645932064
dong_quan_automl,Dong–Quan AutoML-aligned (2025),93,0.6796,0.05503097458036978,50,insured_pct,0.015253807918024925
dong_quan_automl,Dong–Quan AutoML-aligned (2025),94,0.677,0.04970320073461372,50,insured_pct,0.013777024352159647
dong_quan_automl,Dong–Quan AutoML-aligned (2025),95,0.6729999999999999,0.05175491695067656,50,insured_pct,0.014345731072343437
dong_quan_automl,Dong–Quan AutoML-aligned (2025),96,0.6738,0.05267884987819871,50,insured_pct,0.014601832213801114
dong_quan_automl,Dong–Quan AutoML-aligned (2025),97,0.6762,0.05536115192856035,50,insured_pct,0.015345328409649625
dong_quan_automl,Dong–Quan AutoML-aligned (2025),98,0.6718,0.052008241105205084,50,insured_pct,0.01441594894552558
dong_quan_automl,Dong–Quan AutoML-aligned (2025),99,0.6748000000000001,0.04953827627528567,50,insured_pct,0.013731309624358487
dong_quan_automl,Dong–Quan AutoML-aligned (2025),100,0.6772,0.04957122272497403,50,insured_pct,0.013740441914290826
dong_quan_automl,Dong–Quan AutoML-aligned (2025),101,0.6766,0.04493123998434287,50,insured_pct,0.012454304316179202
dong_quan_automl,Dong–Quan AutoML-aligned (2025),102,0.6751999999999999,0.04832880579310599,50,insured_pct,0.013396061510757555
dong_quan_automl,Dong–Quan AutoML-aligned (2025),103,0.6779999999999999,0.04785181206984064,50,insured_pct,0.01326384559620625
dong_quan_automl,Dong–Quan AutoML-aligned (2025),104,0.6788,0.047921704851960026,50,insured_pct,0.013283218887001753
dong_quan_automl,Dong–Quan AutoML-aligned (2025),105,0.6762,0.04940007436167253,50,insured_pct,0.013693002008325274
dong_quan_automl,Dong–Quan AutoML-aligned (2025),106,0.6742,0.0519454187644324,50,insured_pct,0.014398535481082792
dong_quan_automl,Dong–Quan AutoML-aligned (2025),107,0.6712,0.05442238435025928,50,insured_pct,0.015085115312784317
dong_quan_automl,Dong–Quan AutoML-aligned (2025),108,0.674,0.047937033530178585,50,insured_pct,0.013287467779829223
dong_quan_automl,Dong–Quan AutoML-aligned (2025),109,0.6738,0.05106578390384588,50,insured_pct,0.014154713137326377
dong_quan_automl,Dong–Quan AutoML-aligned (2025),110,0.6736,0.05129983888266857,50,insured_pct,0.014219589867503208
dong_quan_automl,Dong–Quan AutoML-aligned (2025),111,0.6729999999999999,0.053423605575186155,50,insured_pct,0.014808267960838633
dong_quan_automl,Dong–Quan AutoML-aligned (2025),112,0.674,0.05162660285597902,50,insured_pct,0.014310164219882316
dong_quan_automl,Dong–Quan AutoML-aligned (2025),113,0.6701999999999999,0.05076918557630831,50,insured_pct,0.014072500275359738
dong_quan_automl,Dong–Quan AutoML-aligned (2025),114,0.674,0.047034507523298075,50,insured_pct,0.013037300334041551
dong_quan_automl,Dong–Quan AutoML-aligned (2025),115,0.6756,0.048113810652557994,50,insured_pct,0.013336467898210528
dong_quan_automl,Dong–Quan AutoML-aligned (2025),116,0.6686,0.05375720170073845,50,insured_pct,0.014900736089200424
dong_quan_automl,Dong–Quan AutoML-aligned (2025),117,0.6706,0.04875637059369154,50,insured_pct,0.013514576426954715
dong_quan_automl,Dong–Quan AutoML-aligned (2025),118,0.6678000000000001,0.05171704807144826,50,insured_pct,0.014335234354554515
dong_quan_automl,Dong–Quan AutoML-aligned (2025),119,0.6692,0.0488161900209681,50,insured_pct,0.013531157526242904
dong_quan_automl,Dong–Quan AutoML-aligned (2025),120,0.667,0.046521884251239376,50,insured_pct,0.012895208412429788
fl_imdr,FL-IMDR (proposed),1,0.0636,0.018818141485800122,50,insured_pct,0.005216122697943366
fl_imdr,FL-IMDR (proposed),2,0.0626,0.019567778596040825,50,insured_pct,0.00542391150370284
fl_imdr,FL-IMDR (proposed),3,0.06280000000000001,0.020408081632489795,50,insured_pct,0.005656831622030126
fl_imdr,FL-IMDR (proposed),4,0.0634,0.019754617130159313,50,insured_pct,0.005475700503131997
fl_imdr,FL-IMDR (proposed),5,0.063,0.0198206241793023,50,insured_pct,0.005493996723697605
fl_imdr,FL-IMDR (proposed),6,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),7,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),8,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),9,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),10,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),11,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),12,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),13,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),14,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),15,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),16,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),17,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),18,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),19,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),20,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),21,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),22,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),23,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),24,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),25,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),26,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),27,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),28,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),29,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),30,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),31,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),32,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),33,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),34,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),35,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),36,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),37,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),38,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),39,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),40,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),41,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),42,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),43,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),44,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),45,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),46,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),47,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),48,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),49,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),50,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),51,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),52,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),53,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),54,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),55,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),56,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),57,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),58,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),59,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),60,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),61,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),62,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),63,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),64,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),65,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),66,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),67,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),68,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),69,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),70,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),71,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),72,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),73,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),74,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),75,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),76,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),77,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),78,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),79,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),80,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),81,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),82,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),83,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),84,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),85,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),86,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),87,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),88,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),89,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),90,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),91,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),92,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),93,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),94,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),95,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),96,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),97,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),98,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),99,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),100,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),101,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),102,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),103,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),104,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),105,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),106,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),107,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),108,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),109,0.98,0.0,50,insured_pct,0.0
