seed,sigma,final_mse,mse_auc,convergence_month,insurer_gap,group_gap,worst_group_mse
27,0.1,0.029630417137668997,0.06677977491198112,62,0.023455224881431185,0.019906351643331596,0.03849964502409319
28,0.0,0.0013059611636167215,0.0011634528739313797,12,1.614438275245034e-05,0.0030914794565359773,0.00355769530975344
28,0.01,0.0015707555514407976,0.002185708325191526,3,0.00018829312060810905,0.004125268046231971,0.004540091910017247
28,0.05,0.007760134717415773,0.022508862970268554,32,0.005032037638285155,0.0121417192876556,0.01633787117245903
28,0.1,0.017332771108918406,0.07686032843740244,94,0.010574110741606371,0.03002062591108028,0.03686978139897605
29,0.0,0.0009234142129976302,0.001386451297091311,24,5.402067128027148e-05,0.001553610988079861,0.0019636414888079376
29,0.01,0.0011576964473712175,0.0020126652256071986,1,0.00024148928230730693,0.0014567816199815326,0.0020753927478514957
29,0.05,0.004522436420493969,0.014728601531261504,36,0.0025017996087699987,0.0036838052113567473,0.006772708745748801
29,0.1,0.011745661713966928,0.0515579116080726,11,0.00896227339377724,0.009477259683093996,0.01765000205547451
30,0.0,0.0015749255183224301,0.0014682962963326399,1,3.817646518078521e-05,0.004091433743483554,0.004492965279827418
30,0.01,0.002417203250022066,0.002456026117079247,9,0.0005137762568206844,0.00478483857307036,0.00580594129812304
30,0.05,0.014235318809256109,0.02089272782074611,13,0.008410504284645529,0.007428165462325898,0.018989429354451866
30,0.1,0.04891378444479418,0.07142039926235079,21,0.032725260672775605,0.012246920570949376,0.05442352169372404
31,0.0,0.0015891386764773734,0.0019505518543272962,24,9.467651196353615e-06,0.004072395541597755,0.0045759033070134295
31,0.01,0.0019127889463080292,0.0023514194870401617,1,0.0002032346287386939,0.003781446775026561,0.004551823475703754
31,0.05,0.007161047993820254,0.010998639313459452,13,0.004086208025413741,0.0053803688679682354,0.009959328777536063
31,0.1,0.021334040976715152,0.03385248071544406,13,0.01604725420137505,0.015344579860585133,0.0293325782012022
32,0.0,0.002059122057366415,0.0013363772472934868,4,0.0001415066504362739,0.006400760490318537,0.0067736867768234095
32,0.01,0.00429849413079959,0.0023149602581433075,104,0.002000444690382261,0.003674910528447875,0.0068432475117191065
