parameter,value,seed,insured_pct,effective_price,coverage,profit_per_insurer,subsidy_per_patient,risk_mse,hhi,coverage_disparity,goal_score,convergence_month
coverage_target,0.8,14,0.9499999999999998,173.68917906047074,0.7874090449687592,2988.461265572153,0.0,0.02374517008975206,0.53444,0.07999999999999996,0.7803212326800655,34
coverage_target,0.8,15,0.9800000000000001,168.70479794464578,0.7757948864704887,3049.63919473305,0.0,0.009600349880679974,0.4795400000000001,0.040000000000000036,0.7992966644286672,82
coverage_target,0.8,16,0.9800000000000001,170.80448580799103,0.7783063201011199,2827.216976257654,0.0,0.00953604436437255,0.52302,0.040000000000000036,0.7989247891336352,14
coverage_target,0.8,17,0.9600000000000002,167.47740700101622,0.7622577403391599,2757.715875964946,0.0,0.004752966912830418,0.54018,0.12000000000000002,0.7863823631411737,113
coverage_target,0.8,18,0.9499999999999998,171.29120479623364,0.776250795150757,2775.400918749435,0.0,0.012452972843315067,0.5940399999999999,0.039999999999999925,0.7704815566168992,33
coverage_target,0.8,19,0.9700000000000001,168.5090815937836,0.7762398023147825,2649.2561037640694,0.0,0.023207589469800387,0.6389400000000001,0.07999999999999996,0.7972619995351374,20
coverage_target,0.8,20,0.9499999999999998,173.89727834015815,0.7835234807199594,2791.8921785345983,0.0,0.03555567344753662,0.6415000000000001,0.039999999999999925,0.7783828304611543,120
coverage_target,0.8,21,0.9700000000000001,170.2923990609046,0.7728479955983243,2788.3834660396315,0.0,0.026791062850358434,0.40746000000000004,0.040000000000000036,0.7882540092830975,14
coverage_target,0.8,22,0.9600000000000002,166.14946752142623,0.7641492856560944,2699.1475424651326,0.0,0.007864934196101191,0.5163400000000001,0.07999999999999996,0.7857584423384641,120
coverage_target,0.8,23,0.9800000000000001,164.26207421941177,0.7628973960165105,2894.70529554149,0.0,0.009782815914888826,0.52472,0.040000000000000036,0.7888121332492257,14
coverage_target,0.8,24,0.9499999999999998,164.48519171201232,0.7611077325843827,2494.224616228205,0.0,0.010688202648239113,0.45976,0.12000000000000002,0.7724648286345255,30
coverage_target,0.8,25,0.9700000000000001,171.78199559018304,0.7922598308955963,3159.0357308433427,0.0,0.008422306948386436,0.49576000000000003,0.040000000000000036,0.7937071507288944,120
coverage_target,0.8,26,0.9700000000000001,170.25445871127235,0.7971553526867329,2754.240421505034,0.0,0.01736398096827798,0.4763,0.07999999999999996,0.7978742555590717,23
coverage_target,0.8,27,0.9600000000000002,173.81521915225963,0.7847179690610174,2902.2135196588565,0.0,0.0064712366089111645,0.6327200000000002,0.07999999999999996,0.7797758110195965,40
coverage_target,0.8,28,0.9499999999999998,167.78870739891303,0.7642585102508195,2705.0681252944755,0.0,0.01957886569203367,0.37302,0.07999999999999996,0.771374665407109,60
coverage_target,0.8,29,0.9600000000000002,172.47762860011676,0.7964358786687166,3059.8364441479284,0.0,0.0038375129524746768,0.5413199999999999,0.12000000000000002,0.7913523367796091,41
coverage_target,0.85,0,0.9700000000000001,174.60790924350485,0.7880832421371127,2904.3552522737136,0.0,0.012185722901282175,0.58714,0.07999999999999996,0.7982396335745353,43
coverage_target,0.85,1,0.945,170.4962193772038,0.7911865106694432,2799.070738820297,0.0,0.019089972684905095,0.44055,0.12000000000000002,0.7817055303862747,64
coverage_target,0.85,2,0.9600000000000002,171.08189928558213,0.7740762011430287,2788.131092020606,0.0,0.017866230496533936,0.48007999999999995,0.16000000000000006,0.7883098269631449,29
coverage_target,0.85,3,0.9600000000000002,170.05206069793388,0.7723170934647339,2954.4855288989047,0.0,0.005174186866992451,0.49522000000000005,0.12000000000000002,0.7869739880281873,20
coverage_target,0.85,4,0.9099999999999999,175.66655797069976,0.7687249910603255,2669.0940041019776,0.0,0.004683110957775045,0.4582800000000001,0.07999999999999996,0.7586973584540662,15
coverage_target,0.85,5,0.9399999999999998,169.89741638849978,0.7685997011895845,2617.7340676919835,0.0,0.0061192258490907845,0.49212000000000006,0.12000000000000002,0.776759941458416,84
coverage_target,0.85,6,0.9800000000000001,167.08836171303443,0.7536240396313965,2773.416399563305,0.0,0.012200643850995778,0.4721,0.040000000000000036,0.7878042220758541,33
coverage_target,0.85,7,0.9429999999999998,168.29461322790365,0.7815632982354364,2864.2243673384846,0.19017941625561263,0.006472780516967131,0.44593,0.10799999999999998,0.7708593972329604,27
coverage_target,0.85,8,0.9700000000000001,171.12494937022777,0.7788875554056417,2947.8963794192255,0.0,0.0064133028454359834,0.5156799999999999,0.07999999999999996,0.786939867002623,34
coverage_target,0.85,9,0.952,169.69493984291523,0.7920800861321213,3030.6461641965784,0.0,0.006335258849158148,0.51112,0.11200000000000002,0.7933754321553622,72
coverage_target,0.85,10,0.99,161.14482528025445,0.764967862746907,2822.8673600759985,0.0,0.007425276505261075,0.60564,0.040000000000000036,0.788661998185739,120
coverage_target,0.85,11,0.9700000000000001,174.63107042991004,0.7768634234459599,2890.724668578701,0.0,0.008627585747948124,0.5418399999999999,0.07999999999999996,0.7912715676931197,23
coverage_target,0.85,12,0.9700000000000001,171.61807854569832,0.803814336846628,2981.5074270194127,0.0,0.008531725869488506,0.47068000000000004,0.07999999999999996,0.8012905625918041,35
coverage_target,0.85,13,0.9800000000000001,170.64672703481267,0.7672689720837367,2726.8799430658596,0.0,0.005236526144361075,0.4918600000000001,0.040000000000000036,0.7886737478597696,42
coverage_target,0.85,14,0.9499999999999998,172.58862593870018,0.7877499426462397,2988.4228013260567,0.0,0.023738103668773353,0.52094,0.07999999999999996,0.781253036440843,34
coverage_target,0.85,15,0.9800000000000001,169.1594392480469,0.7761300703160916,3049.010476826497,0.0,0.009552630117545504,0.4687200000000001,0.040000000000000036,0.7990641937933027,82
coverage_target,0.85,16,0.9800000000000001,168.759602387675,0.7783043058680408,2827.2389361687647,0.0,0.009536123633328036,0.52302,0.040000000000000036,0.8004156914988011,14
coverage_target,0.85,17,0.9600000000000002,165.51234214209333,0.7626977020664956,2752.0123483958764,0.0,0.004753001666106783,0.54018,0.12000000000000002,0.7879492707101055,113
coverage_target,0.85,18,0.9499999999999998,168.41527407336216,0.7762500949206321,2775.4088751226604,0.0,0.012453431730354316,0.5940399999999999,0.039999999999999925,0.7727881645322932,33
coverage_target,0.85,19,0.9700000000000001,166.6714242240132,0.7762398989911771,2649.254608727928,0.0,0.023207589567591856,0.6389400000000001,0.07999999999999996,0.7985773124361188,20
coverage_target,0.85,20,0.9499999999999998,172.6646461973556,0.7834505558788004,2789.7539188141836,0.0,0.035555713397312276,0.6415000000000001,0.039999999999999925,0.7792943083935484,120
coverage_target,0.85,21,0.9700000000000001,169.66474542998736,0.7727810440832608,2787.7234359478184,0.0,0.026787615891834732,0.40746000000000004,0.040000000000000036,0.788707913239218,14
coverage_target,0.85,22,0.9600000000000002,165.66142974461388,0.7637134142489043,2702.95552883473,0.0,0.007836905686909456,0.50742,0.07999999999999996,0.7859905037314515,120
coverage_target,0.85,23,0.9800000000000001,162.2227520389831,0.7628973960165105,2894.70529554149,0.0,0.009782815914888826,0.52472,0.040000000000000036,0.7904270353561268,14
coverage_target,0.85,24,0.9499999999999998,162.83088156726703,0.7613662916206836,2493.0755420137284,0.0,0.010688232420324805,0.45976,0.12000000000000002,0.7738586080908805,30
coverage_target,0.85,25,0.9700000000000001,170.20276085202738,0.7927192227293626,3161.122964363089,0.0,0.00843071982002818,0.4948200000000001,0.040000000000000036,0.7950306891419182,120
coverage_target,0.85,26,0.9700000000000001,168.41148073155526,0.7971553526867329,2754.240421505034,0.0,0.01736398096827798,0.4763,0.07999999999999996,0.7992411309269352,23
coverage_target,0.85,27,0.9600000000000002,171.3629650296339,0.7847179690610174,2902.2135196588565,0.0,0.0064712366089111645,0.6327200000000002,0.07999999999999996,0.7816894405673563,40
coverage_target,0.85,28,0.9499999999999998,166.70014541799745,0.7645313785661207,2706.107423248458,0.0,0.01960029880305133,0.36344000000000004,0.07999999999999996,0.7723187271681465,60
coverage_target,0.85,29,0.9600000000000002,170.94783859276623,0.7970570971745644,3059.4390300001605,0.0,0.0038515000899761844,0.54198,0.12000000000000002,0.7926702709345719,41
coverage_target,0.9,0,0.9700000000000001,172.01653906372104,0.7880832421371127,2904.3552522737136,0.0,0.012185722901282175,0.58714,0.07999999999999996,0.8000678313399702,43
coverage_target,0.9,1,0.9650000000000001,163.9908127015095,0.7910801454397436,2864.2599560687568,0.0,0.019098346906848793,0.45529000000000003,0.07999999999999996,0.7965633325340957,64
coverage_target,0.9,2,0.9600000000000002,169.33720565223717,0.7740762626255245,2788.1302913234094,0.0,0.01786625723343506,0.48007999999999995,0.16000000000000006,0.7895734910781476,29
coverage_target,0.9,3,0.9600000000000002,168.85965898097623,0.7720011664567025,2961.4097108724714,0.0,0.005208601571808389,0.48912000000000005,0.12000000000000002,0.7877536969253128,20
coverage_target,0.9,4,0.93,169.99664431423474,0.7687622219423846,2720.592868738785,0.0,0.004575804684287215,0.4648600000000001,0.12000000000000002,0.7728051243956326,15
coverage_target,0.9,5,0.9600000000000002,164.30832263313442,0.7688028431539922,2682.1835762187525,0.0,0.006142160444751956,0.4964400000000001,0.07999999999999996,0.7908941231208212,113
coverage_target,0.9,6,0.9800000000000001,164.50831184705072,0.7536240396313965,2773.416399563305,0.0,0.012200643850995778,0.4721,0.040000000000000036,0.7897850736475014,33
coverage_target,0.9,7,0.9630000000000001,161.17315428127137,0.7802635565732188,2865.3755409790347,0.1933460868519238,0.006397898647631878,0.49467,0.06799999999999998,0.7861881647720302,27
coverage_target,0.9,8,0.9800000000000001,167.05825494670816,0.7796248998045476,2980.912204774743,0.0,0.006498734555422099,0.52956,0.040000000000000036,0.7952920036049773,34
coverage_target,0.9,9,0.9700000000000001,164.11663313756426,0.7904340823262133,3021.7942854593116,0.0,0.006366187052511629,0.51196,0.07999999999999996,0.8058340820098854,72
coverage_target,0.9,10,0.99,159.70939347227892,0.764967862746907,2822.8673600759985,0.0,0.007425276505261075,0.60564,0.040000000000000036,0.7898719182358246,120
coverage_target,0.9,11,0.9700000000000001,172.97700665755266,0.7768634234459599,2890.724668578701,0.0,0.008627585747948124,0.5418399999999999,0.07999999999999996,0.7924724766184273,23
coverage_target,0.9,12,0.9700000000000001,169.58704068802507,0.8025525925236279,2984.3083172273555,0.0,0.008471170992724113,0.46900000000000014,0.07999999999999996,0.8023896184200947,120
coverage_target,0.9,13,0.9800000000000001,169.62288922507983,0.7672048978853285,2723.877217305101,0.0,0.00522105488674029,0.5168200000000001,0.040000000000000036,0.7894445235204872,42
coverage_target,0.9,14,0.9499999999999998,171.3512161048317,0.7875127012022025,2990.2938776059373,0.0,0.023774853092258522,0.51162,0.07999999999999996,0.7821143870165893,34
coverage_target,0.9,15,0.9800000000000001,167.1609521148191,0.7761300703160916,3049.010476826497,0.0,0.009552630117545504,0.4687200000000001,0.040000000000000036,0.8005264530115322,82
coverage_target,0.9,16,0.9800000000000001,166.8064920334853,0.7783043058680408,2827.2389361687647,0.0,0.009536123633328036,0.52302,0.040000000000000036,0.8018402602612111,14
coverage_target,0.9,17,0.9600000000000002,163.44787492535878,0.7626977020664956,2752.0123483958764,0.0,0.004753001666106783,0.54018,0.12000000000000002,0.7894567748175934,113
coverage_target,0.9,18,0.9499999999999998,165.66286847154691,0.7762500949206321,2775.4088751226604,0.0,0.012453431730354316,0.5940399999999999,0.039999999999999925,0.7749959027426796,33
coverage_target,0.9,19,0.9700000000000001,164.84218761223133,0.7756358991825462,2648.146041991758,0.0,0.023452414504479293,0.6310400000000002,0.07999999999999996,0.7997055146384818,20
coverage_target,0.9,20,0.9499999999999998,170.93280965745683,0.7834505558788004,2789.7539188141836,0.0,0.035555713397312276,0.6415000000000001,0.039999999999999925,0.7806056639031109,120
coverage_target,0.9,21,0.99,161.97509187243242,0.7731830534429129,2846.1779269991707,0.0,0.026672869064293538,0.43916000000000005,0.040000000000000036,0.804635568593446,14
coverage_target,0.9,22,0.9600000000000002,164.00182017449941,0.7637134142489043,2702.95552883473,0.0,0.007836905686909456,0.50742,0.07999999999999996,0.7872239642217169,120
coverage_target,0.9,23,0.9800000000000001,160.25980992105514,0.7628973960165105,2894.70529554149,0.0,0.009782815914888826,0.52472,0.040000000000000036,0.7919814534821044,14
coverage_target,0.9,24,0.9600000000000002,158.74596691850212,0.7623040161298752,2472.622190847086,0.0,0.010233745894504922,0.4632600000000001,0.07999999999999996,0.7823897995766738,113
coverage_target,0.9,25,0.9700000000000001,168.08607754849118,0.7927192227293626,3161.122964363089,0.0,0.00843071982002818,0.4948200000000001,0.040000000000000036,0.7966198628059776,120
coverage_target,0.9,26,0.9700000000000001,165.70163908495402,0.7963980530152306,2750.7678484256803,0.0,0.017351576136842486,0.48638000000000003,0.07999999999999996,0.8010236959735331,23
coverage_target,0.9,27,0.9600000000000002,169.0155803189576,0.7847179690610174,2902.2135196588565,0.0,0.0064712366089111645,0.6327200000000002,0.07999999999999996,0.7835212347117169,40
coverage_target,0.9,28,0.9499999999999998,165.1119909301054,0.7645515034172004,2705.883121166807,0.0,0.019605427603045993,0.36344000000000004,0.07999999999999996,0.7735827127748677,60
coverage_target,0.9,29,0.9600000000000002,168.65355567706155,0.7970570971745644,3059.4390300001605,0.0,0.0038515000899761844,0.54198,0.12000000000000002,0.7943673052246902,41
coverage_target,0.95,0,0.9700000000000001,169.5023886054434,0.7880832421371127,2904.3552522737136,0.0,0.012185722901282175,0.58714,0.07999999999999996,0.8018415510059785,43
coverage_target,0.95,1,0.9700000000000001,162.24387075394216,0.7900574124705921,2879.557323429185,0.0,0.01907776382086123,0.47396000000000005,0.07999999999999996,0.8000738428306828,64
coverage_target,0.95,2,0.9700000000000001,165.94341879452503,0.7737083678402752,2811.1769492193553,0.0,0.01785691122780223,0.46708000000000005,0.12000000000000002,0.7969212010227561,28
coverage_target,0.95,3,0.9700000000000001,164.51603702893152,0.7707992772447658,2990.408644342808,0.0,0.005240704604932767,0.5143,0.07999999999999996,0.7955788727602059,20
coverage_target,0.95,4,0.9700000000000001,161.09684460919988,0.7681556399712804,2821.3516271990425,0.0,0.004395852800976918,0.4849000000000001,0.07999999999999996,0.7990533594163978,43
coverage_target,0.95,5,0.9800000000000001,159.11429040730897,0.7695470330845343,2754.1942809671623,0.0,0.006172974138702754,0.51136,0.040000000000000036,0.8049028527411901,113
coverage_target,0.95,6,0.9800000000000001,161.9904709305626,0.7536240396313965,2773.416399563305,0.0,0.012200643850995778,0.4721,0.040000000000000036,0.7917181638572449,33
coverage_target,0.95,7,0.9730000000000001,153.49061114934278,0.7772411208114685,2897.676794987848,0.19297224166348176,0.0064481123425755155,0.5248700000000001,0.06799999999999998,0.7964492929110406,27
coverage_target,0.95,8,0.99,161.70127881903184,0.7716043446013922,2999.897995853081,0.0,0.006562896602842023,0.55806,0.040000000000000036,0.8020114423197187,34
coverage_target,0.95,9,0.9800000000000001,161.66292603662654,0.7904874200293917,3056.263914822676,0.0,0.0063786732936601505,0.51356,0.040000000000000036,0.8125872438055414,72
coverage_target,0.95,10,0.99,157.32255869515797,0.7647665018421681,2819.6152343852555,0.0,0.007480756692788071,0.62886,0.040000000000000036,0.791823576414439,120
coverage_target,0.95,11,0.9700000000000001,171.38876899037834,0.7768634234459599,2890.724668578701,0.0,0.008627585747948124,0.5418399999999999,0.07999999999999996,0.7936255934582341,23
coverage_target,0.95,12,0.9700000000000001,168.8402657683252,0.8023203580217846,2987.4207870940336,0.0,0.008471511194286208,0.4612,0.07999999999999996,0.8028632464609358,120
coverage_target,0.95,13,0.9800000000000001,167.77758186590574,0.7672048978853285,2723.877217305101,0.0,0.00522105488674029,0.5168200000000001,0.040000000000000036,0.7908671621201184,42
coverage_target,0.95,14,0.9600000000000002,167.2456835648694,0.7869322250205893,3024.4945935231435,0.0,0.023612390307721613,0.5360600000000001,0.07999999999999996,0.79003432544963,34
coverage_target,0.95,15,0.9800000000000001,165.2373113695172,0.7761300703160916,3049.010476826497,0.0,0.009552630117545504,0.4687200000000001,0.040000000000000036,0.8019339483942206,82
coverage_target,0.95,16,0.99,161.22169051838083,0.7778719687791675,2857.7288037879443,0.0,0.009541265607767888,0.5301600000000001,0.040000000000000036,0.8107837901670119,14
coverage_target,0.95,17,0.99,155.63524328203482,0.7618556372609836,2826.934092935441,0.0,0.0048259996456091764,0.55718,0.040000000000000036,0.8099092360749163,112
coverage_target,0.95,18,0.9600000000000002,159.38163406775485,0.7757329449966996,2809.2912627811443,0.0,0.012335379628288486,0.61216,0.0,0.7848789417345923,33
coverage_target,0.95,19,0.99,159.63952767303147,0.7738240789815202,2714.379604127936,0.0,0.022676460067871405,0.6317999999999999,0.040000000000000036,0.8128856983496447,20
coverage_target,0.95,20,0.99,162.33949399388453,0.7834483806899949,2885.2270357277903,0.0,0.035812534292254214,0.70638,0.040000000000000036,0.807111835403863,120
coverage_target,0.95,21,1.0,159.66027982012957,0.7716119024611868,2865.6817670207975,0.0,0.026800208007726773,0.44826,0.0,0.8109122034716114,14
coverage_target,0.95,22,0.99,157.4738461844275,0.7639035081193672,2793.741972079702,0.0,0.00790611471983265,0.5412800000000001,0.040000000000000036,0.8071326954435636,120
coverage_target,0.95,23,1.0,155.17986192989073,0.7635923839190665,2956.428772430438,0.0,0.00970085296913532,0.53098,0.0,0.8062123594276456,14
coverage_target,0.95,24,0.9700000000000001,152.47732225242808,0.7617101323729103,2517.7847284843147,0.0,0.010331568410161364,0.47522000000000003,0.07999999999999996,0.7921986498828109,30
coverage_target,0.95,25,0.9700000000000001,163.7518630035777,0.7915218438000451,3153.985036710647,0.0,0.008440417698934857,0.5036400000000001,0.040000000000000036,0.799514697868664,120
coverage_target,0.95,26,0.9800000000000001,161.4493638075172,0.7947098155857271,2766.939583610536,0.0,0.017358387167191215,0.5109000000000001,0.07999999999999996,0.80867100244476,23
coverage_target,0.95,27,0.9600000000000002,166.78157754103236,0.7847179690610174,2902.2135196588565,0.0,0.0064712366089111645,0.6327200000000002,0.07999999999999996,0.7852645506617939,40
coverage_target,0.95,28,0.99,155.2815327570575,0.7648098242009767,2833.3332691979244,0.0,0.019582439957747055,0.41136,0.040000000000000036,0.801446856061147,60
coverage_target,0.95,29,0.9700000000000001,164.72149953557596,0.79617295645744,3041.7824223644425,0.0,0.003963357096490984,0.56054,0.07999999999999996,0.8020105353408526,41
coverage_target,0.98,0,0.99,164.70387183147017,0.7883260852956908,2961.36590087781,0.0,0.01194754388692853,0.58424,0.040000000000000036,0.8152998345983609,43
coverage_target,0.98,1,0.9800000000000001,159.52694814699058,0.7896238556133823,2919.697875182147,0.0,0.01905986651796531,0.4869600000000001,0.07999999999999996,0.806985883764062,64
coverage_target,0.98,2,0.99,161.55033981626352,0.7735597766766589,2867.2805844749714,0.0,0.017862745767087858,0.48318000000000005,0.040000000000000036,0.8100583883850012,29
coverage_target,0.98,3,0.99,160.2878358836386,0.7706774830048567,3045.3832687764148,0.0,0.005345514353091912,0.49750000000000005,0.040000000000000036,0.8086432890427998,20
coverage_target,0.98,4,0.99,157.36254438453892,0.7679962546532374,2882.5893525990973,0.0,0.004361982106920679,0.51814,0.040000000000000036,0.8117036259852168,14
coverage_target,0.98,5,0.99,156.72030345624785,0.7697026157177651,2735.563126034794,0.0,0.006291223395883232,0.522,0.040000000000000036,0.8116941262232457,84
coverage_target,0.98,6,0.99,158.88526622497966,0.7530677071143901,2807.9813073287405,0.0,0.012219824183740112,0.49374,0.040000000000000036,0.7989351777191362,33
coverage_target,0.98,7,0.993,149.76615259085105,0.7772285634070651,2945.0246309501917,0.19307284039285252,0.006391143026638675,0.55085,0.028000000000000025,0.8094350992100748,27
coverage_target,0.98,8,0.99,160.91526118308926,0.7716043030228008,2999.898340495514,0.0,0.006562947622106174,0.55806,0.040000000000000036,0.8026167529505963,34
coverage_target,0.98,9,1.0,157.34191416904508,0.790302939140888,3124.280899349452,0.0,0.00643898165837786,0.54104,0.0,0.8255938592257225,72
coverage_target,0.98,10,0.99,157.44420702310836,0.7641629537668544,2817.5107397231804,0.0,0.007525752544014083,0.6477,0.040000000000000036,0.7915399666762359,120
coverage_target,0.98,11,1.0,165.30431487331666,0.776340474161447,2990.017239112612,0.0,0.008612579026364458,0.56226,0.0,0.8128858178416494,23
coverage_target,0.98,12,0.99,164.42947796748905,0.8022132128745328,3052.47599839588,0.0,0.008500377550280134,0.48652000000000006,0.040000000000000036,0.8160399985476662,120
coverage_target,0.98,13,0.9800000000000001,166.71640496283712,0.765872287282961,2723.1483435127598,0.0,0.005183317689444416,0.52952,0.040000000000000036,0.7912856141272135,42
coverage_target,0.98,14,0.9800000000000001,162.5707185174055,0.7869430554908904,3080.5637081901455,0.0,0.023588343270761224,0.5647399999999999,0.040000000000000036,0.8035608521578507,40
coverage_target,0.98,15,0.99,162.46135282053652,0.7753934797942001,3087.7210180514317,0.0,0.00955870505445467,0.48210000000000014,0.040000000000000036,0.8087444870563246,82
coverage_target,0.98,16,1.0,158.47492828914102,0.7760473975064515,2884.8467539920034,0.0,0.0096181135153731,0.5082599999999999,0.0,0.8172397290845815,14
coverage_target,0.98,17,1.0,152.97084089907813,0.7614374081885421,2859.5174068381953,0.0,0.0049121344660729305,0.54778,0.0,0.8167293198051466,112
coverage_target,0.98,18,0.99,153.27969623838598,0.776866505245405,2836.2024955576285,0.0,0.012476501448881898,0.6098,0.040000000000000036,0.8051134951694573,34
coverage_target,0.98,19,0.99,158.90482234120913,0.7735646770961593,2715.0249286123335,0.0,0.022719005803472286,0.63322,0.040000000000000036,0.8133333195882422,20
coverage_target,0.98,20,1.0,160.00095453041237,0.781430281923903,2927.7719523143323,0.0,0.036170970538316104,0.71776,0.0,0.8132765669523854,120
coverage_target,0.98,21,1.0,155.26015200721855,0.7691927471251425,2883.376639357162,0.0,0.02682453497654999,0.4354,0.0,0.8135091975258568,24
coverage_target,0.98,22,1.0,155.04002967564756,0.7641680627835876,2833.6197222354194,0.0,0.007932576018033644,0.5555,0.0,0.8140209033979033,120
coverage_target,0.98,23,1.0,153.91987137015894,0.7622567099694451,2953.5740667257464,0.0,0.009911008207702823,0.5532,0.0,0.8068092629026378,14
coverage_target,0.98,24,0.99,148.36335043161415,0.7621964704880761,2558.718450231478,0.0,0.010232725053591704,0.50732,0.040000000000000036,0.8056180074347943,113
coverage_target,0.98,25,0.9800000000000001,160.79209857091035,0.7905114360965317,3184.003194616978,0.0,0.008362042949045467,0.51054,0.040000000000000036,0.8064336325030874,120
coverage_target,0.98,26,0.99,158.8822200849992,0.7950612550183724,2808.1644348580658,0.0,0.01734857024592861,0.5245,0.040000000000000036,0.8156804060612831,23
coverage_target,0.98,27,0.9800000000000001,162.24943008624456,0.7843951728174882,2944.626208387019,0.0,0.0062596047131139336,0.6591800000000001,0.040000000000000036,0.7987048502068637,40
coverage_target,0.98,28,0.99,154.48846009057493,0.7634844416772145,2828.8845209533565,0.0,0.019616040248126694,0.41104,0.040000000000000036,0.8016772137844027,60
coverage_target,0.98,29,0.9800000000000001,161.6876319269205,0.7948954410637773,3071.7142768939866,0.0,0.0038543973096191995,0.5760399999999999,0.07999999999999996,0.8088715295508481,41
fl_interval,2.0,0,0.9800000000000001,172.2741035295622,0.7904631979305721,2985.989429842806,0.0,0.008311133935433177,0.5163800000000001,0.07999999999999996,0.8056015285087644,13
fl_interval,2.0,1,0.99,165.19465105593042,0.7882862415983258,2984.9902054608365,0.0,0.03226649741812411,0.43118,0.040000000000000036,0.8073206327163909,23
fl_interval,2.0,2,0.9800000000000001,168.51841002191168,0.7725251170255512,2848.352653410332,0.0,0.05978491783256029,0.43390000000000006,0.07999999999999996,0.7996999902479022,61
fl_interval,2.0,3,0.9600000000000002,168.42277850991348,0.7757218754761201,2945.210628969548,0.0,0.011660333830586235,0.42532,0.12000000000000002,0.7891905283744736,21
fl_interval,2.0,4,0.9399999999999998,169.89082189327033,0.7724870951171952,2681.587260565256,0.0,0.004601649286719797,0.46628,0.039999999999999925,0.7789980493247889,18
fl_interval,2.0,5,0.9600000000000002,168.09268152426998,0.7793798607613021,2732.684317861874,0.0,0.03538538242781497,0.4046600000000001,0.07999999999999996,0.7913082029680254,41
fl_interval,2.0,6,0.99,163.09990718292883,0.7545306605952006,2761.834917688092,0.0,0.024989479701378513,0.42560000000000003,0.040000000000000036,0.796137339598451,32
fl_interval,2.0,7,0.959,162.78860078247746,0.7778618717832309,2897.597569017498,0.0,0.03566871986456628,0.45415,0.019999999999999983,0.7821760560342641,18
fl_interval,2.0,8,0.9700000000000001,170.72822773007476,0.7733771527433518,2984.994164514223,0.0,0.01047249848206966,0.5146399999999999,0.07999999999999996,0.7855941636496229,17
fl_interval,2.0,9,0.9700000000000001,165.86563216762008,0.7993118697639825,2994.9532271126823,0.0,0.006225513217440094,0.45994,0.07999999999999996,0.8072584232186062,3
fl_interval,2.0,10,0.9800000000000001,160.30555488788963,0.7652297901980563,2754.0644502011683,0.0,0.03988435912742423,0.58042,0.040000000000000036,0.7844484740514772,39
fl_interval,2.0,11,0.9700000000000001,179.38939628029837,0.7817097010796819,2934.698681080371,0.0,0.025284641044318778,0.53086,0.07999999999999996,0.7892695166559263,17
fl_interval,2.0,12,0.9600000000000002,168.69207596733364,0.8015872359629584,2929.6607188666553,0.0,0.014849207342504629,0.49002000000000007,0.07999999999999996,0.7977516643389313,1
fl_interval,2.0,13,1.0,169.0151616351855,0.7785304947275555,2802.883183463277,0.0,0.004965265473751731,0.4668,0.0,0.803306879227787,44
fl_interval,2.0,14,0.9600000000000002,169.3552999515699,0.7866431891509166,3054.731190399509,0.0,0.026281488501544124,0.46299999999999997,0.07999999999999996,0.788361174920833,29
fl_interval,2.0,15,0.9800000000000001,164.40895563577655,0.7785072714786948,3014.67803151953,0.0,0.022836731333502017,0.4410400000000001,0.040000000000000036,0.8032581198228572,12
fl_interval,2.0,16,0.9800000000000001,170.32411943676146,0.7944874518946976,2872.7301905025315,0.0,0.024025668150013592,0.43323999999999996,0.040000000000000036,0.8041289297727973,25
fl_interval,2.0,17,0.9600000000000002,165.19689488423938,0.7519338766679852,2829.719007480816,0.0,0.06871131477591727,0.49097999999999997,0.12000000000000002,0.7849511652317241,120
fl_interval,2.0,18,0.9499999999999998,169.29812500090162,0.7745381069825684,2833.5016073420716,0.0,0.019118681862324294,0.4842000000000001,0.12000000000000002,0.7715723337542117,23
fl_interval,2.0,19,0.9800000000000001,160.96840604783597,0.774279417833869,2689.007043658481,0.0,0.01589659450556647,0.49686,0.040000000000000036,0.8070708918029592,72
fl_interval,2.0,20,0.9600000000000002,169.47764287748865,0.7849334341804838,2839.5501144765844,0.0,0.015404836983268633,0.5628799999999999,0.07999999999999996,0.787152936011893,1
fl_interval,2.0,21,0.99,162.1688321122228,0.7684029592246212,2869.7374112220705,0.0,0.04148305550393404,0.57614,0.040000000000000036,0.8030552066329987,73
fl_interval,2.0,22,0.9700000000000001,166.09758472771014,0.761091061415407,2757.676122634283,0.0,0.026971438493043464,0.5084799999999999,0.040000000000000036,0.7898781217848507,120
fl_interval,2.0,23,0.9700000000000001,161.31187392961436,0.7673602671635651,2896.984491912698,0.0,0.010793892801211988,0.48729999999999996,0.040000000000000036,0.7874879508274835,1
fl_interval,2.0,24,0.9700000000000001,158.11117146395588,0.7670268519402677,2483.777043741752,0.0,0.03007677898878928,0.42806,0.040000000000000036,0.789311646088464,58
fl_interval,2.0,25,0.9800000000000001,166.42609335297198,0.795957314769935,3178.3039385316647,0.0,0.012227948427805268,0.45411999999999997,0.040000000000000036,0.8038375237924201,26
fl_interval,2.0,26,0.9800000000000001,162.74570925582046,0.798982242456364,2734.157747552145,0.0,0.010466214283410751,0.45694,0.07999999999999996,0.80899186973169,6
fl_interval,2.0,27,0.9700000000000001,167.24026599835776,0.7838841905455814,2859.8182992035345,0.0,0.01075360402251052,0.5384800000000001,0.07999999999999996,0.7896604048687604,22
