parameter,value,seed,insured_pct,effective_price,coverage,profit_per_insurer,subsidy_per_patient,risk_mse,hhi,coverage_disparity,goal_score,convergence_month
fl_interval,2.0,28,0.9700000000000001,168.5796490515379,0.770523816953536,2827.9706075391323,0.0,0.049775193666153225,0.35984,0.040000000000000036,0.7826295918428017,79
fl_interval,2.0,29,0.9700000000000001,172.0420323848478,0.7917067441322714,3152.2624386255825,0.0,0.02031519183518353,0.52852,0.12000000000000002,0.7952554083542275,68
fl_interval,5.0,0,0.9700000000000001,171.0944073934944,0.7889890236307056,2912.843330729854,0.0,0.007903907278506915,0.5302,0.07999999999999996,0.8009918819084814,15
fl_interval,5.0,1,0.9600000000000002,164.99649093137313,0.7888771844962231,2850.5179292821745,0.0,0.027712890745611042,0.46936,0.07999999999999996,0.7926478574272007,27
fl_interval,5.0,2,0.9600000000000002,169.19042130825832,0.7719088780381107,2790.9323185175535,0.0,0.049731037169954806,0.45676000000000005,0.16000000000000006,0.7890286736725134,102
fl_interval,5.0,3,0.9600000000000002,167.75393475586426,0.7697542149388872,2952.3996337013564,0.0,0.007623023631317047,0.5551799999999999,0.12000000000000002,0.787890616482709,21
fl_interval,5.0,4,0.93,172.11614083565365,0.7672408579781426,2659.1499949589643,0.0,0.02454628513521462,0.49772,0.07999999999999996,0.7708191267655791,27
fl_interval,5.0,5,0.9600000000000002,161.65884731353168,0.7625063875383237,2621.984291092292,0.0,0.010682734134942248,0.52616,0.12000000000000002,0.7909343795208373,32
fl_interval,5.0,6,0.9700000000000001,166.32029277688633,0.7488983845509909,2740.531203609823,0.0,0.009769507743724131,0.5275000000000001,0.07999999999999996,0.781977790261117,17
fl_interval,5.0,7,0.9610000000000001,158.87080984514768,0.7816818806176955,2830.7302584212766,0.18810223381623886,0.010800701723253365,0.47711000000000003,0.06799999999999998,0.7874653816991535,27
fl_interval,5.0,8,0.9700000000000001,169.17709940231688,0.7802067623627231,2953.122532492127,0.0,0.004927495893282896,0.49552000000000007,0.07999999999999996,0.7888370274065382,21
fl_interval,5.0,9,0.9700000000000001,165.4277438757405,0.7880296033572585,3049.6816249551935,0.0,0.019370049631870185,0.47834000000000004,0.07999999999999996,0.8041808168357578,33
fl_interval,5.0,10,0.99,160.06796764837128,0.7728805528468035,2838.0468429993884,0.0,0.00879153012586022,0.56112,0.040000000000000036,0.7919433966518201,26
fl_interval,5.0,11,0.9800000000000001,171.2707038514558,0.7768648535365348,2915.5126222616705,0.18556550631725338,0.011551581371937436,0.5277000000000001,0.040000000000000036,0.7987125229507802,22
fl_interval,5.0,12,0.9700000000000001,169.48414594696078,0.8056766570152505,2926.8995557003896,0.0,0.011028026206377566,0.49277999999999994,0.07999999999999996,0.8034018282847836,17
fl_interval,5.0,13,0.99,168.8772216386515,0.769940716624334,2697.279718076432,0.0,0.007652733876408066,0.54518,0.040000000000000036,0.7958355008746458,11
fl_interval,5.0,14,0.9600000000000002,171.12632760367825,0.7900158932747339,3018.613026851918,0.0,0.013433807730414363,0.46516,0.07999999999999996,0.7880345918980244,43
fl_interval,5.0,15,0.9800000000000001,165.2573036227759,0.7742649493356467,3059.3351428053925,0.0,0.011490066327985727,0.48772000000000004,0.040000000000000036,0.8013616026233951,22
fl_interval,5.0,16,0.9700000000000001,165.81662346902775,0.786775783939573,2783.3893904788874,0.0,0.015371831050573753,0.45754,0.07999999999999996,0.8001029846416874,44
fl_interval,5.0,17,0.9700000000000001,165.48824049898988,0.7630799993614805,2797.8794055502567,0.0,0.010023450764042785,0.51278,0.07999999999999996,0.7930825373002421,62
fl_interval,5.0,18,0.9499999999999998,167.52329768485043,0.7842403994033887,2836.46508525634,0.0,0.008387498791371389,0.57354,0.039999999999999925,0.7759033621896418,5
fl_interval,5.0,19,0.9700000000000001,165.0674917234267,0.7737011961549085,2657.6489679551673,0.0,0.023533739058671354,0.59602,0.07999999999999996,0.798965051982462,15
fl_interval,5.0,20,0.9600000000000002,170.12572938800832,0.7868998501254242,2823.5419003579104,0.0,0.027918043045134115,0.5704800000000001,0.07999999999999996,0.7872501899932409,112
fl_interval,5.0,21,0.9949999999999999,160.1112446362597,0.7704955461065046,2893.404734892155,0.0,0.019407796724177123,0.58197,0.020000000000000018,0.8077370355304266,8
fl_interval,5.0,22,0.9700000000000001,162.61756513020433,0.7646412044710538,2758.093526018024,0.0,0.018077103512367597,0.57478,0.07999999999999996,0.7935302664321251,58
fl_interval,5.0,23,0.9800000000000001,159.84339696383955,0.7635389684932619,2883.993640242075,0.0,0.008963439763149117,0.52952,0.040000000000000036,0.7925042130572523,59
fl_interval,5.0,24,0.9700000000000001,156.08416113901623,0.7615957325840917,2590.0486425828085,0.0,0.015352711933775182,0.47902000000000006,0.07999999999999996,0.7892940590165921,93
fl_interval,5.0,25,0.9600000000000002,167.96082085469396,0.7936898762163295,3133.5512305079837,0.0,0.008799080295053949,0.44522000000000006,0.0,0.792003977658276,31
fl_interval,5.0,26,0.9700000000000001,164.26363690770415,0.7971473964226211,2739.1941039675053,0.0,0.014370450123429043,0.47324,0.07999999999999996,0.8023156073570004,47
fl_interval,5.0,27,0.9600000000000002,167.79366307279014,0.7774073660497527,2856.138793532242,0.0,0.0060945598163547,0.63764,0.07999999999999996,0.7822854137706596,27
fl_interval,5.0,28,0.9600000000000002,163.1176639086735,0.7639601556226816,2718.011893203774,0.0,0.017161334336527587,0.47700000000000004,0.07999999999999996,0.7799850782702441,9
fl_interval,5.0,29,0.9600000000000002,170.84706974354623,0.7960892358874997,3063.141520682914,0.0,0.0052146010029468556,0.53642,0.12000000000000002,0.7924543382004944,21
fl_interval,10.0,0,0.9700000000000001,172.01653906372104,0.7880832421371127,2904.3552522737136,0.0,0.012185722901282175,0.58714,0.07999999999999996,0.8000678313399702,43
fl_interval,10.0,1,0.9650000000000001,163.9908127015095,0.7910801454397436,2864.2599560687568,0.0,0.019098346906848793,0.45529000000000003,0.07999999999999996,0.7965633325340957,64
fl_interval,10.0,2,0.9600000000000002,169.33720565223717,0.7740762626255245,2788.1302913234094,0.0,0.01786625723343506,0.48007999999999995,0.16000000000000006,0.7895734910781476,29
fl_interval,10.0,3,0.9600000000000002,168.85965898097623,0.7720011664567025,2961.4097108724714,0.0,0.005208601571808389,0.48912000000000005,0.12000000000000002,0.7877536969253128,20
fl_interval,10.0,4,0.93,169.99664431423474,0.7687622219423846,2720.592868738785,0.0,0.004575804684287215,0.4648600000000001,0.12000000000000002,0.7728051243956326,15
fl_interval,10.0,5,0.9600000000000002,164.30832263313442,0.7688028431539922,2682.1835762187525,0.0,0.006142160444751956,0.4964400000000001,0.07999999999999996,0.7908941231208212,113
fl_interval,10.0,6,0.9800000000000001,164.50831184705072,0.7536240396313965,2773.416399563305,0.0,0.012200643850995778,0.4721,0.040000000000000036,0.7897850736475014,33
fl_interval,10.0,7,0.9630000000000001,161.17315428127137,0.7802635565732188,2865.3755409790347,0.1933460868519238,0.006397898647631878,0.49467,0.06799999999999998,0.7861881647720302,27
fl_interval,10.0,8,0.9800000000000001,167.05825494670816,0.7796248998045476,2980.912204774743,0.0,0.006498734555422099,0.52956,0.040000000000000036,0.7952920036049773,34
fl_interval,10.0,9,0.9700000000000001,164.11663313756426,0.7904340823262133,3021.7942854593116,0.0,0.006366187052511629,0.51196,0.07999999999999996,0.8058340820098854,72
fl_interval,10.0,10,0.99,159.70939347227892,0.764967862746907,2822.8673600759985,0.0,0.007425276505261075,0.60564,0.040000000000000036,0.7898719182358246,120
fl_interval,10.0,11,0.9700000000000001,172.97700665755266,0.7768634234459599,2890.724668578701,0.0,0.008627585747948124,0.5418399999999999,0.07999999999999996,0.7924724766184273,23
fl_interval,10.0,12,0.9700000000000001,169.58704068802507,0.8025525925236279,2984.3083172273555,0.0,0.008471170992724113,0.46900000000000014,0.07999999999999996,0.8023896184200947,120
fl_interval,10.0,13,0.9800000000000001,169.62288922507983,0.7672048978853285,2723.877217305101,0.0,0.00522105488674029,0.5168200000000001,0.040000000000000036,0.7894445235204872,42
fl_interval,10.0,14,0.9499999999999998,171.3512161048317,0.7875127012022025,2990.2938776059373,0.0,0.023774853092258522,0.51162,0.07999999999999996,0.7821143870165893,34
fl_interval,10.0,15,0.9800000000000001,167.1609521148191,0.7761300703160916,3049.010476826497,0.0,0.009552630117545504,0.4687200000000001,0.040000000000000036,0.8005264530115322,82
fl_interval,10.0,16,0.9800000000000001,166.8064920334853,0.7783043058680408,2827.2389361687647,0.0,0.009536123633328036,0.52302,0.040000000000000036,0.8018402602612111,14
fl_interval,10.0,17,0.9600000000000002,163.44787492535878,0.7626977020664956,2752.0123483958764,0.0,0.004753001666106783,0.54018,0.12000000000000002,0.7894567748175934,113
fl_interval,10.0,18,0.9499999999999998,165.66286847154691,0.7762500949206321,2775.4088751226604,0.0,0.012453431730354316,0.5940399999999999,0.039999999999999925,0.7749959027426796,33
fl_interval,10.0,19,0.9700000000000001,164.84218761223133,0.7756358991825462,2648.146041991758,0.0,0.023452414504479293,0.6310400000000002,0.07999999999999996,0.7997055146384818,20
fl_interval,10.0,20,0.9499999999999998,170.93280965745683,0.7834505558788004,2789.7539188141836,0.0,0.035555713397312276,0.6415000000000001,0.039999999999999925,0.7806056639031109,120
fl_interval,10.0,21,0.99,161.97509187243242,0.7731830534429129,2846.1779269991707,0.0,0.026672869064293538,0.43916000000000005,0.040000000000000036,0.804635568593446,14
fl_interval,10.0,22,0.9600000000000002,164.00182017449941,0.7637134142489043,2702.95552883473,0.0,0.007836905686909456,0.50742,0.07999999999999996,0.7872239642217169,120
fl_interval,10.0,23,0.9800000000000001,160.25980992105514,0.7628973960165105,2894.70529554149,0.0,0.009782815914888826,0.52472,0.040000000000000036,0.7919814534821044,14
fl_interval,10.0,24,0.9600000000000002,158.74596691850212,0.7623040161298752,2472.622190847086,0.0,0.010233745894504922,0.4632600000000001,0.07999999999999996,0.7823897995766738,113
fl_interval,10.0,25,0.9700000000000001,168.08607754849118,0.7927192227293626,3161.122964363089,0.0,0.00843071982002818,0.4948200000000001,0.040000000000000036,0.7966198628059776,120
fl_interval,10.0,26,0.9700000000000001,165.70163908495402,0.7963980530152306,2750.7678484256803,0.0,0.017351576136842486,0.48638000000000003,0.07999999999999996,0.8010236959735331,23
fl_interval,10.0,27,0.9600000000000002,169.0155803189576,0.7847179690610174,2902.2135196588565,0.0,0.0064712366089111645,0.6327200000000002,0.07999999999999996,0.7835212347117169,40
fl_interval,10.0,28,0.9499999999999998,165.1119909301054,0.7645515034172004,2705.883121166807,0.0,0.019605427603045993,0.36344000000000004,0.07999999999999996,0.7735827127748677,60
fl_interval,10.0,29,0.9600000000000002,168.65355567706155,0.7970570971745644,3059.4390300001605,0.0,0.0038515000899761844,0.54198,0.12000000000000002,0.7943673052246902,41
fl_interval,20.0,0,0.9700000000000001,173.54160530212727,0.7908690835224826,2933.2627378734355,0.0,0.02973441977719714,0.50858,0.07999999999999996,0.7998274150012274,111
fl_interval,20.0,1,0.9650000000000001,164.82969904958358,0.7890760276487043,2890.007941184934,0.0,0.020765861589702016,0.44645,0.07999999999999996,0.7953281701601369,21
fl_interval,20.0,2,0.9600000000000002,169.76869182723533,0.7735406353884089,2800.0131427750293,0.0,0.016442131203416803,0.48324,0.16000000000000006,0.7891001402298606,29
fl_interval,20.0,3,0.9600000000000002,168.77732154127742,0.7725922665566758,2958.7237057873576,0.0,0.01010765709687161,0.46062000000000003,0.12000000000000002,0.7879913434116108,22
fl_interval,20.0,4,0.93,172.4619475183345,0.770872887436053,2727.7370950383774,0.0,0.0027962855232016716,0.4686,0.12000000000000002,0.7716563246396998,88
fl_interval,20.0,5,0.9700000000000001,165.91970681553954,0.7797094986220254,2766.2924648411754,0.0,0.008605209695451194,0.47178000000000003,0.07999999999999996,0.7979912541825124,48
fl_interval,20.0,6,0.9800000000000001,164.685818487977,0.7526217135808273,2782.171947795558,0.0,0.058302311438909085,0.49316000000000004,0.040000000000000036,0.7893475187147414,104
fl_interval,20.0,7,0.9680000000000002,157.96429073693247,0.7822317833549246,2878.9161424660315,0.0,0.006004133438650451,0.48628,0.04800000000000002,0.7918638244779437,26
fl_interval,20.0,8,0.9800000000000001,165.57038790161133,0.7726942178951579,2975.3232098113085,0.0,0.09226955175090493,0.48428000000000004,0.040000000000000036,0.7943580837007155,104
fl_interval,20.0,9,0.9700000000000001,164.74058346287688,0.7922174878598858,3030.7422511775208,0.0,0.004615855152459728,0.47124,0.07999999999999996,0.8059262384814876,104
fl_interval,20.0,10,0.99,161.77030772251155,0.773993481380242,2871.2708478936775,0.0,0.014281748533475224,0.64746,0.040000000000000036,0.79084287618302,102
fl_interval,20.0,11,0.9700000000000001,175.42620001865535,0.7766698027660929,2901.45659319642,0.0,0.03012081719064148,0.5330999999999999,0.07999999999999996,0.7906358645528002,108
fl_interval,20.0,12,0.9700000000000001,169.13092466348652,0.8010739165569856,2974.1303003256044,0.0,0.008343757319084263,0.50108,0.07999999999999996,0.8022783954252241,120
fl_interval,20.0,13,0.9800000000000001,169.9475461847324,0.7664919617906278,2735.4332320165536,0.0,0.016834608231350738,0.49792000000000003,0.040000000000000036,0.7889805808809068,23
fl_interval,20.0,14,0.9499999999999998,170.97501379363672,0.7904923979766894,2977.9599375607622,0.0,0.011049832260308048,0.4788400000000001,0.07999999999999996,0.783292732556599,61
fl_interval,20.0,15,0.9800000000000001,167.20072003625677,0.7765474347655823,3046.388351267342,0.0,0.09263717275700471,0.45458,0.040000000000000036,0.8006275729367616,104
fl_interval,20.0,16,0.9700000000000001,168.04733485451177,0.7839281944607692,2847.399102269269,0.0,0.040934045734284115,0.49472000000000005,0.07999999999999996,0.7976227069453026,107
fl_interval,20.0,17,0.9600000000000002,164.07687809030298,0.7637108753953038,2761.8241235276437,0.0,0.0057112330642699405,0.5017800000000001,0.12000000000000002,0.7893018984361543,65
fl_interval,20.0,18,0.9499999999999998,164.92181252020592,0.7770498881001255,2756.9928435679894,0.0,0.014517204352548354,0.5817399999999999,0.039999999999999925,0.7758334150872329,36
fl_interval,20.0,19,0.9600000000000002,163.91708676797558,0.7678221606071295,2634.407111949111,0.0,0.01633205607734029,0.5947600000000001,0.07999999999999996,0.7930239605621897,109
fl_interval,20.0,20,0.9499999999999998,168.81823200544835,0.7765682518273275,2765.6004786500525,0.0,0.009516567926328589,0.60396,0.039999999999999925,0.7801394813907276,120
fl_interval,20.0,21,0.9800000000000001,163.38217906707936,0.7726345736905803,2888.525859008341,0.0,0.01857023111903673,0.43001999999999996,0.040000000000000036,0.798408577408237,22
fl_interval,20.0,22,0.9600000000000002,164.0988956742374,0.7647532308606424,2729.519361589138,0.0,0.13110030871030914,0.45136000000000004,0.07999999999999996,0.7874639659709299,104
fl_interval,20.0,23,0.9800000000000001,159.67505638966773,0.764684209517651,2878.46866205676,0.0,0.006155349401257606,0.50364,0.040000000000000036,0.792983062781295,29
fl_interval,20.0,24,0.9600000000000002,155.7595489445266,0.762009644859783,2477.94852714972,0.0,0.004917513698663945,0.47192000000000006,0.07999999999999996,0.7846769067103446,28
fl_interval,20.0,25,0.9600000000000002,167.9572079404961,0.7935166594752536,3125.9796809033132,0.0,0.059885229311272895,0.46234000000000003,0.07999999999999996,0.7919556070176395,104
fl_interval,20.0,26,0.9700000000000001,164.99409721160993,0.7935928167610578,2767.9957147311347,0.0,0.011520886582639344,0.52968,0.07999999999999996,0.8007067314222003,51
fl_interval,20.0,27,0.9600000000000002,170.35887085253378,0.7859444382404346,2909.7143067912166,0.0,0.009664026358072461,0.57006,0.07999999999999996,0.7828433710753909,50
fl_interval,20.0,28,0.9499999999999998,164.41893035462869,0.760619966301476,2728.6630510464183,0.0,0.04106749384338666,0.3954,0.07999999999999996,0.7729520456302377,80
fl_interval,20.0,29,0.9600000000000002,170.48818463749677,0.7990337926340104,3048.385066712596,0.0,0.03341650192279702,0.503,0.12000000000000002,0.7936036123113211,104
fl_interval,30.0,0,0.9700000000000001,172.75989520403186,0.7900173806624371,2918.760068785373,0.0,0.0055991298763151745,0.54626,0.07999999999999996,0.8001223253795086,103
fl_interval,30.0,1,0.9650000000000001,165.398103179704,0.7890242191069851,2901.0820701566963,0.0,0.02024169791086157,0.42399000000000003,0.07999999999999996,0.794886428605188,59
fl_interval,30.0,2,0.9600000000000002,170.04854172060445,0.7726795381352308,2807.875720237038,0.0,0.027053083192436583,0.4663399999999999,0.16000000000000006,0.7886392058294348,93
fl_interval,30.0,3,0.9600000000000002,168.92994196528525,0.7733584629900276,2960.5845536172615,0.0,0.007501744851660818,0.45744000000000007,0.12000000000000002,0.7881093948866809,33
fl_interval,30.0,4,0.93,170.46746562013035,0.7707266739686636,2725.6684659144166,0.0,0.002688304486379787,0.4515200000000001,0.12000000000000002,0.7730547989127124,21
fl_interval,30.0,5,0.9700000000000001,166.60648331557678,0.7792870815031975,2756.9331771009715,0.0,0.010280236614117873,0.5330600000000001,0.07999999999999996,0.7973647234517319,35
fl_interval,30.0,6,0.9800000000000001,164.53660660780935,0.7520937499782784,2783.6847872123117,0.0,0.002721227523049252,0.5217799999999999,0.040000000000000036,0.7893039832121298,4
fl_interval,30.0,7,0.9580000000000002,159.99530986203666,0.78163916651172,2839.4725613110704,0.0,0.0025341893714814915,0.4871,0.07999999999999996,0.7850547129910328,12
fl_interval,30.0,8,0.9800000000000001,164.16680868329092,0.7728934348224912,2977.5942723177845,0.0,0.003971321192954319,0.49206000000000005,0.040000000000000036,0.7955036979752306,22
fl_interval,30.0,9,0.9700000000000001,168.07214956123633,0.793123343743557,3023.624465475309,0.0,0.004214465720841737,0.46454000000000006,0.07999999999999996,0.8038375295395909,27
fl_interval,30.0,10,0.99,159.14509955759294,0.7646249067335573,2831.526224129512,0.0,0.009601880688045041,0.57636,0.040000000000000036,0.7902451064335905,94
fl_interval,30.0,11,0.9700000000000001,173.08679735244462,0.7781225767366451,2889.788514238734,0.0,0.0070153123475435826,0.5413,0.07999999999999996,0.79277063269543,115
fl_interval,30.0,12,0.9700000000000001,167.49525008368397,0.8011450611806893,2981.223068263641,0.0,0.011887555290990493,0.47916,0.07999999999999996,0.803488864424396,72
fl_interval,30.0,13,0.9800000000000001,172.0380530718631,0.7737907493483259,2790.8528143689045,0.0,0.006207826384998466,0.53738,0.040000000000000036,0.7895586222087962,21
fl_interval,30.0,14,0.9499999999999998,171.40982988462991,0.7891350723811366,2993.3575356988167,0.0,0.010149322646880723,0.49198000000000014,0.07999999999999996,0.7825575704707198,30
fl_interval,30.0,15,0.9800000000000001,167.36300948962926,0.7778347519249661,3050.1847167890405,0.0,0.0014975390191064052,0.45726000000000006,0.040000000000000036,0.8008937878665604,8
fl_interval,30.0,16,0.9700000000000001,168.17122889985782,0.7830485287392429,2848.962115467451,0.0,0.013825106381363897,0.4835400000000001,0.07999999999999996,0.7972681082299766,94
fl_interval,30.0,17,0.9600000000000002,163.69787504351214,0.7645848819084846,2756.6029112876927,0.0,0.034523044444491204,0.49504000000000004,0.12000000000000002,0.7898405859180644,94
fl_interval,30.0,18,0.9499999999999998,166.72029972171578,0.7795610495716631,2795.9872966451812,0.0,0.007445276892189502,0.51494,0.039999999999999925,0.7751424016318892,25
fl_interval,30.0,19,0.9399999999999998,167.31060644320968,0.7672434068471636,2575.2186908566837,0.0,0.006885421358201538,0.5381400000000001,0.12000000000000002,0.7804212396305296,82
fl_interval,30.0,20,0.9499999999999998,170.57198412021236,0.7886299161521674,2777.3181084204,0.0,0.014860964247821509,0.55504,0.039999999999999925,0.7824308590141273,41
fl_interval,30.0,21,0.9800000000000001,162.21763952091064,0.7719288371414786,2903.4371002310495,0.0,0.005916248308130717,0.4626,0.040000000000000036,0.7990767004942533,29
fl_interval,30.0,22,0.9600000000000002,162.9772244755131,0.7614046693549772,2714.8734721895503,0.0,0.009115905504422376,0.53244,0.07999999999999996,0.7872928207350565,38
fl_interval,30.0,23,0.9800000000000001,161.15959505410194,0.7626782895003422,2870.052582945731,0.0,0.004638202936849229,0.5965,0.040000000000000036,0.7912052421712809,22
fl_interval,30.0,24,0.9700000000000001,154.97467169369256,0.7623001621725874,2532.784372116415,0.0,0.01426571236643492,0.48529999999999995,0.07999999999999996,0.790389496001027,94
fl_interval,30.0,25,0.9800000000000001,165.18897503071088,0.7945410166588014,3199.6805482880127,0.0,0.00906985406067766,0.43452,0.040000000000000036,0.8043412591165022,94
fl_interval,30.0,26,0.9600000000000002,168.74127458954882,0.7937956820271997,2760.5011866803934,0.0,0.012268711244927148,0.47894,0.07999999999999996,0.7929894838520404,51
fl_interval,30.0,27,0.9600000000000002,169.81094015355643,0.7845166493471084,2916.999583512186,0.0,0.006229765536918703,0.6193,0.07999999999999996,0.7828415537305569,28
fl_interval,30.0,28,0.9499999999999998,164.8712084796371,0.7615690799912469,2708.3476688204273,0.0,0.020140088546741815,0.4764000000000001,0.07999999999999996,0.7728777151527593,97
fl_interval,30.0,29,0.9600000000000002,171.5060312969031,0.7996874980120168,3070.672620385787,0.0,0.030836967824553113,0.48952,0.12000000000000002,0.7930468408722967,94
dp_sigma,0.0,0,0.9700000000000001,173.98067651632692,0.7917994769717113,2943.465262404692,0.0,0.0014512579476741879,0.48958,0.07999999999999996,0.7997959259424003,74
dp_sigma,0.0,1,0.9650000000000001,165.37907654476044,0.7891208405502388,2903.6847275376663,0.0,0.0013228981844950517,0.42415,0.07999999999999996,0.7949290858870431,34
dp_sigma,0.0,2,0.9600000000000002,170.08299574168555,0.773347270687931,2807.9872492318723,0.0,0.0007620005213449454,0.5000800000000001,0.16000000000000006,0.7888152713097225,112
dp_sigma,0.0,3,0.9600000000000002,169.100561726746,0.7737564683954146,2965.0285147708864,0.0,0.0008443720474102044,0.43384,0.12000000000000002,0.7881034313665526,1
dp_sigma,0.0,4,0.9399999999999998,170.84671109978913,0.781362189986155,2775.192691802783,0.0,0.0014289639525238195,0.4817600000000001,0.12000000000000002,0.7809709890479708,14
dp_sigma,0.0,5,0.9700000000000001,167.17236497746538,0.7894821946297683,2784.4236257930597,0.0,0.0011691360851000872,0.51836,0.07999999999999996,0.8000109950544072,80
dp_sigma,0.0,6,0.9800000000000001,164.7584490445458,0.7529892362933768,2785.690929872891,0.0,0.0015897175348349693,0.49598,0.040000000000000036,0.7894022042321912,14
dp_sigma,0.0,7,0.9510000000000002,158.9095961880301,0.7818866340445603,2840.4761529440934,0.1938608806847853,0.002880569705081201,0.47237000000000007,0.08799999999999997,0.7824932485201843,39
dp_sigma,0.0,8,0.9800000000000001,164.57297377597502,0.7729415202648278,2984.752631226535,0.0,0.0007242730707028134,0.47734,0.040000000000000036,0.7952041112058125,54
dp_sigma,0.0,9,0.9700000000000001,166.60833269921991,0.7934522692301159,3037.8653303176593,0.0,0.0012509084320749917,0.45607999999999993,0.07999999999999996,0.8049735445974397,76
dp_sigma,0.0,10,0.99,161.18722931995134,0.7651164418945153,2840.9420133907547,0.0,0.0007932462474570251,0.57104,0.040000000000000036,0.7886710964432405,14
dp_sigma,0.0,11,0.9700000000000001,175.4884298941503,0.7781933156609494,2899.5998937554386,0.0,0.003525613642326719,0.52986,0.07999999999999996,0.7910481402369731,30
dp_sigma,0.0,12,0.9600000000000002,169.53665962548172,0.8002168439605992,2949.7195853005114,0.0,0.0015147112063700768,0.4695400000000001,0.07999999999999996,0.7967255080175063,1
dp_sigma,0.0,13,0.9800000000000001,172.02705242117347,0.7737485147960365,2790.930976794706,0.0,0.0008262857427878209,0.5410999999999999,0.040000000000000036,0.7895546058798447,54
dp_sigma,0.0,14,0.9499999999999998,171.70419363140837,0.7886252953689413,3001.501280021894,0.0,0.0007765113380312575,0.45718,0.07999999999999996,0.7821816215355634,63
dp_sigma,0.0,15,0.9800000000000001,167.7278866497104,0.7773449735422348,3059.451121435408,0.0,0.0004644008525216554,0.4551200000000001,0.040000000000000036,0.8004822004883675,14
dp_sigma,0.0,16,0.9700000000000001,168.39023341783258,0.7830801034449281,2855.3673854811354,0.0,0.002102120420690866,0.48326,0.07999999999999996,0.7971183735539684,35
dp_sigma,0.0,17,0.9600000000000002,163.751683657529,0.7647011566364796,2757.825501418646,0.0,0.0008786477252498207,0.4877200000000001,0.12000000000000002,0.7898362794300449,72
dp_sigma,0.0,18,0.9499999999999998,166.4380954448206,0.7791674292734724,2789.434642726362,0.0,0.001435415741200624,0.5110399999999999,0.039999999999999925,0.7752492254801695,14
dp_sigma,0.0,19,0.9399999999999998,168.20035827055256,0.7684029913890773,2592.4864198446603,0.0,0.0023219492097408473,0.5121200000000001,0.12000000000000002,0.7801325606980509,13
dp_sigma,0.0,20,0.9399999999999998,170.71644683248525,0.7796901576571458,2732.0149263715975,0.0,0.0015401662374755808,0.5261600000000001,0.039999999999999925,0.7746392461822907,8
dp_sigma,0.0,21,0.9800000000000001,160.07354174234175,0.7719524908004008,2895.396962172753,0.0,0.0015380169497824724,0.45214,0.040000000000000036,0.8007030739858157,96
dp_sigma,0.0,22,0.9700000000000001,164.94163935846456,0.7647225442638104,2785.4974250719406,0.0,0.001257794688953529,0.45506,0.040000000000000036,0.7918282728730132,113
dp_sigma,0.0,23,0.9800000000000001,161.7874198676944,0.7628539263123841,2884.4913458989886,0.0,0.0007845881629397379,0.5228,0.040000000000000036,0.7907611380283163,75
dp_sigma,0.0,24,0.9700000000000001,150.5063993860263,0.7635194830806113,2525.153284352821,0.0,0.001613889243605205,0.48466,0.07999999999999996,0.7943096965934833,13
dp_sigma,0.0,25,0.9600000000000002,166.76365921626015,0.7935417262039698,3124.170038299167,0.0,0.0013478655819420507,0.41156,0.07999999999999996,0.7928593426801172,93
dp_sigma,0.0,26,0.9499999999999998,166.28922728040374,0.7831626062696755,2688.314094471832,0.18063895291188126,0.0014354533012078737,0.48862000000000005,0.12000000000000002,0.7866176449717012,27
dp_sigma,0.0,27,0.9700000000000001,168.55113037465168,0.7864155087076385,2969.6742639957947,0.0,0.0008283190056186156,0.5736800000000001,0.07999999999999996,0.7893945574076102,78
dp_sigma,0.0,28,0.9499999999999998,164.6952656152229,0.7596619421419485,2736.8864163744624,0.0,0.0009414603250288559,0.42658000000000007,0.07999999999999996,0.7724455635519645,21
dp_sigma,0.0,29,0.9700000000000001,171.7405340629312,0.8005244196714424,3098.0164494242,0.0,0.000645751068807988,0.48782000000000003,0.12000000000000002,0.7981245605272322,88
dp_sigma,0.025,0,0.9700000000000001,173.3440367173342,0.7896979947391733,2933.5417045275994,0.0,0.00390269911978445,0.53044,0.07999999999999996,0.7996154404215243,21
dp_sigma,0.025,1,0.9650000000000001,164.33432005024588,0.7898872422210139,2875.6880865773483,0.0,0.0068112522826826285,0.43740999999999997,0.07999999999999996,0.7959476018903612,32
dp_sigma,0.025,2,0.9600000000000002,170.041982453108,0.7736714738096805,2807.212597063307,0.0,0.005375410945471987,0.45464000000000004,0.16000000000000006,0.7889416521568264,50
dp_sigma,0.025,3,0.9600000000000002,168.90460580577673,0.7736197513668057,2960.1702778762783,0.0,0.0024836251366381684,0.45854,0.12000000000000002,0.7882061262236723,14
dp_sigma,0.025,4,0.93,170.54849401442445,0.7702282195428888,2730.2345043047067,0.0,0.0018255708935828042,0.4544200000000001,0.12000000000000002,0.7728465974452668,84
dp_sigma,0.025,5,0.9600000000000002,165.52270707703065,0.7784251474694878,2723.287524641094,0.0,0.0025910372166515006,0.49894000000000016,0.07999999999999996,0.7928958574961302,113
dp_sigma,0.025,6,0.9800000000000001,164.7129996097331,0.753529950137916,2781.556865351077,0.0,0.005001419030085772,0.48338000000000003,0.040000000000000036,0.7895993480719312,34
dp_sigma,0.025,7,0.9530000000000001,158.92749093757197,0.7811167394557815,2851.196229693139,0.19359112189566913,0.0037403457311521392,0.47325000000000006,0.07999999999999996,0.783247999166028,30
