seed,mechanism,insured_pct,accepted_premium,accepted_coverage,profit_per_insurer,subsidy_total,hhi,override_residual,assignment_override_rate,premium_override,coverage_override
37,Bayesian direct mechanism,0.7030000000000001,214.89170585531116,0.7897498343572329,1015.5476449091988,0.0,0.7758915405137142,0.3561048409220836,0.304,0.05890983140725581,0.04529985043691135
37,Central welfare planner,1.0,221.28233978066288,0.7843635340340324,1265.485311371194,172.5321771139962,0.38070000000000004,0.31006919300080765,0.24300000000000002,0.104824115643853,0.029314270357762306
37,FL-IMDR restricted,0.9789999999999999,219.42283692234622,0.7546690553800446,1649.9533470577421,634.4617692383565,0.5455767974454573,0.0,0.0,0.0,0.0
38,Bayesian direct mechanism,0.701,214.11736626455178,0.7910735609539111,1011.7234366037555,0.0,0.7483039566052184,0.32698452517688537,0.275,0.05864191260662506,0.04532713774714574
38,Central welfare planner,0.993,220.51575423650124,0.7837372517616712,1255.647213574072,165.17667322068291,0.3857416386083053,0.3170955369137477,0.24900000000000003,0.10464379868260695,0.031547275144888434
38,FL-IMDR restricted,0.974,220.3945170789445,0.7572671526642607,1657.8701796769212,630.374520723264,0.4955716276329224,0.0,0.0,0.0,0.0
39,Bayesian direct mechanism,0.6950000000000001,216.18598276295637,0.7950130233902621,1005.5499445479076,0.0,0.7481447721428527,0.31719894752803796,0.266,0.05741429984020181,0.044983595215874125
39,Central welfare planner,0.9970000000000001,221.10168841978884,0.7836249828480966,1261.4201203041707,167.55817508790474,0.3844962350780533,0.34218452606439465,0.275,0.10489460908751509,0.029474443041274244
39,FL-IMDR restricted,0.984,219.1181189720324,0.7533518975841282,1656.8571602124416,669.253715933961,0.5616492639955822,0.0,0.0,0.0,0.0
40,Bayesian direct mechanism,0.718,213.68144780466136,0.7966611458507715,1035.7136884820607,0.0,0.6842606326906354,0.3742538315346127,0.32,0.05914218293385234,0.04936548013537309
40,Central welfare planner,1.0,218.6282489646553,0.7825692468522876,1262.1320725745177,156.26919979393284,0.35474,0.34806935568390734,0.279,0.1059842290303687,0.032154482337446014
40,FL-IMDR restricted,0.9960000000000001,219.38640270763653,0.759573411049818,1700.6033201224727,734.7274673865826,0.4812850749923478,0.0,0.0,0.0,0.0
41,Bayesian direct mechanism,0.7030000000000001,215.59382888798967,0.7938615746126283,1016.3833040105677,0.0,0.703958761694855,0.31782886205201966,0.265,0.059114929168767,0.04654279493527227
41,Central welfare planner,0.99,220.07762432069194,0.7856455566230265,1252.2643960470368,242.52446020257943,0.3910213243546577,0.31711640354402937,0.24900000000000003,0.10491668525508106,0.03131612183297771
