mechanism,round,n,insured_pct_mean,insured_pct_ci95,override_residual_mean,override_residual_ci95
FL-IMDR restricted,60,50,0.9808,0.00418466533906835,0.0,0.0
FL-IMDR restricted,61,50,0.9805999999999999,0.004352536731608365,0.0,0.0
FL-IMDR restricted,62,50,0.9793999999999999,0.004494327090900264,0.0,0.0
FL-IMDR restricted,63,50,0.9803999999999999,0.004113618358574362,0.0,0.0
FL-IMDR restricted,64,50,0.9807999999999999,0.004646312946842909,0.0,0.0
FL-IMDR restricted,65,50,0.9806,0.004168522040244001,0.0,0.0
FL-IMDR restricted,66,50,0.9825999999999999,0.003952267197445034,0.0,0.0
FL-IMDR restricted,67,50,0.9805999999999999,0.004279880372159953,0.0,0.0
FL-IMDR restricted,68,50,0.9814,0.004584139613929752,0.0,0.0
FL-IMDR restricted,69,50,0.9813999999999998,0.0039995919791898805,0.0,0.0
FL-IMDR restricted,70,50,0.9835999999999998,0.003910388216021528,0.0,0.0
FL-IMDR restricted,71,50,0.9832,0.004131874151036065,0.0,0.0
FL-IMDR restricted,72,50,0.9840000000000001,0.003360000000000003,0.0,0.0
FL-IMDR restricted,73,50,0.9852000000000001,0.0037247367692227625,0.0,0.0
FL-IMDR restricted,74,50,0.9838,0.003536877719118944,0.0,0.0
FL-IMDR restricted,75,50,0.9821999999999999,0.003598408537117488,0.0,0.0
FL-IMDR restricted,76,50,0.9807999999999999,0.004221969208793452,0.0,0.0
FL-IMDR restricted,77,50,0.9794000000000002,0.004316361430649664,0.0,0.0
FL-IMDR restricted,78,50,0.9809999999999998,0.004592341450719884,0.0,0.0
FL-IMDR restricted,79,50,0.9795999999999998,0.004478599781181616,0.0,0.0
FL-IMDR restricted,80,50,0.981,0.004660128753586108,0.0,0.0
FL-IMDR restricted,81,50,0.9813999999999998,0.004228278136546839,0.0,0.0
FL-IMDR restricted,82,50,0.9823999999999999,0.003981911098957388,0.0,0.0
FL-IMDR restricted,83,50,0.9817999999999999,0.003907580325469974,0.0,0.0
FL-IMDR restricted,84,50,0.9812000000000001,0.003985060099923215,0.0,0.0
FL-IMDR restricted,85,50,0.9818000000000001,0.00425342027079385,0.0,0.0
FL-IMDR restricted,86,50,0.9805999999999999,0.0042798803721599546,0.0,0.0
FL-IMDR restricted,87,50,0.9805999999999999,0.004243085669651278,0.0,0.0
FL-IMDR restricted,88,50,0.9799999999999999,0.004301441618806424,0.0,0.0
FL-IMDR restricted,89,50,0.9797999999999999,0.004426834534969659,0.0,0.0
FL-IMDR restricted,90,50,0.9805999999999999,0.00459780121362375,0.0,0.0
FL-IMDR restricted,91,50,0.9825999999999999,0.0042208548897113285,0.0,0.0
FL-IMDR restricted,92,50,0.982,0.0045837975522485756,0.0,0.0
FL-IMDR restricted,93,50,0.9833999999999999,0.0043955541175146546,0.0,0.0
FL-IMDR restricted,94,50,0.9827999999999999,0.004154581085982078,0.0,0.0
FL-IMDR restricted,95,50,0.9826,0.004473345057113304,0.0,0.0
FL-IMDR restricted,96,50,0.9824,0.004021096367907642,0.0,0.0
FL-IMDR restricted,97,50,0.9818000000000001,0.004362612061597964,0.0,0.0
FL-IMDR restricted,98,50,0.981,0.004162499249249185,0.0,0.0
FL-IMDR restricted,99,50,0.9817999999999999,0.004064921155446933,0.0,0.0
FL-IMDR restricted,100,50,0.9817999999999998,0.00402616244083619,0.0,0.0
FL-IMDR restricted,101,50,0.9814,0.004301806132312337,0.0,0.0
FL-IMDR restricted,102,50,0.9803999999999999,0.004408021778530596,0.0,0.0
FL-IMDR restricted,103,50,0.9834,0.004176038314000485,0.0,0.0
FL-IMDR restricted,104,50,0.9832,0.0040164143212572095,0.0,0.0
FL-IMDR restricted,105,50,0.9819999999999999,0.003629214791108404,0.0,0.0
FL-IMDR restricted,106,50,0.981,0.003552801711325868,0.0,0.0
FL-IMDR restricted,107,50,0.9825999999999999,0.00387210743652601,0.0,0.0
FL-IMDR restricted,108,50,0.9812000000000001,0.0036567614086784523,0.0,0.0
FL-IMDR restricted,109,50,0.9811999999999999,0.0036567614086784523,0.0,0.0
FL-IMDR restricted,110,50,0.9801999999999998,0.0034288283713245285,0.0,0.0
FL-IMDR restricted,111,50,0.9817999999999998,0.0032983001682685004,0.0,0.0
FL-IMDR restricted,112,50,0.9811999999999999,0.0038244351216879108,0.0,0.0
FL-IMDR restricted,113,50,0.9826,0.003991743478732072,0.0,0.0
FL-IMDR restricted,114,50,0.982,0.003920000000000003,0.0,0.0
FL-IMDR restricted,115,50,0.983,0.004047913042544272,0.0,0.0
FL-IMDR restricted,116,50,0.9823999999999999,0.0036533294403872235,0.0,0.0
FL-IMDR restricted,117,50,0.9827999999999999,0.0034081877882534612,0.0,0.0
FL-IMDR restricted,118,50,0.9829999999999999,0.003682825002630456,0.0,0.0
FL-IMDR restricted,119,50,0.9821999999999999,0.003768679344279641,0.0,0.0
FL-IMDR restricted,120,50,0.9810000000000001,0.004047913042544272,0.0,0.0
